bill,year,date_intro,title,act,sector
H.627,2012,1/27/12,An act relating to an opioid addiction treatment system,135,Health Care
H.25,2017,1/11/17,An act relating to domestic terrorism,135,Civil & Criminal Justice
H.217,2013,2/7/13,"An act relating to smoking in lodging establishments, hospitals, and child care facilities, and on State lands",135,Health Care
S.40,2015,1/27/15,An act relating to the creation of a Vulnerable Adult Fatality Review Team,135,Elderly
H.719,2018,1/26/18,An act relating to insurance companies and trust companies,134,Insurance
H.123,2013,1/29/13,An act relating to Lyme disease and other tick-borne illnesses,134,Health Care
H.873,2016,3/18/16,An act relating to making miscellaneous tax changes,134,?
H.535,2012,1/13/12,An act relating to racial disparities in the Vermont criminal justice system,134,Civil & Criminal Justice
H.858,2016,3/8/16,An act relating to miscellaneous criminal procedure amendments,133,Civil & Criminal Justice
H.699,2014,1/24/14,An act relating to temporary housing,133,Housing
S.175,2018,1/3/18,An act relating to the wholesale importation of prescription drugs into Vermont,133,Pharmaceuticals
S.136,2012,1/3/12,An act relating to vocational rehabilitation,133,Labor Issues
H.612,2014,1/16/14,An act relating to Gas Pipeline Safety Program penalties,132,Energy
S.89,2011,3/9/11,An act relating to organ and tissue donation and Medicaid for Working Persons with Disabilities,132,Health Care
H.853,2016,2/24/16,"An act relating to setting the nonresidential property tax rate, the property dollar equivalent yield, and the income dollar equivalent yield for fiscal year 2017, and other education changes",132,Real Estate
H.909,2018,3/1/18,An act relating to technical and clarifying changes in transportation-related laws,132,Transportation
S.37,2011,1/28/11,An act relating to expungement and sealing of criminal history records,131,Civil & Criminal Justice
H.845,2016,2/10/16,An act relating to legislative review of certain report requirements,131,Government & Public Affairs
H.892,2018,2/15/18,"An act relating to regulation of short-term, limited-duration health insurance coverage and association health plans",131,Health Care
H.373,2013,2/26/13,An act relating to updating and reorganizing Title 33,131,?
H.780,2012,3/20/12,An act relating to compensation for certain state employees,130,Labor Issues
H.856,2018,2/2/18,An act relating to miscellaneous amendments to municipal law,130,Government & Public Affairs
H.350,2013,2/22/13,An act relating to the posting of medical unprofessional conduct decisions and to investigators of alleged unprofessional conduct,130,Health Care
H.577,2016,1/19/16,An act relating to voter approval of electricity purchases by municipalities and electric cooperatives,130,Energy
H.828,2018,2/1/18,An act relating to disclosures in campaign finance law,129,Government & Public Affairs
H.771,2012,3/16/12,An act relating to making technical corrections and other miscellaneous changes to education law,129,Education
H.863,2014,2/21/14,An act relating to public records,129,Government & Public Affairs
S.114,2015,2/25/15,An act relating to the Open Meeting Law,129,Government & Public Affairs
H.84,2015,1/28/15,An act relating to consumer protection,128,?
H.761,2012,2/20/12,"An act relating to executive branch fees, including motor vehicle and fish and wildlife fees",128,?
H.875,2014,3/14/14,An act relating to fines for driving with license suspended,128,Civil & Criminal Justice
H.624,2018,1/16/18,An act relating to the protection of information in the statewide voter checklist,128,Government & Public Affairs
H.874,2014,3/14/14,An act relating to consent for admission to hospice care and for DNR/COLST orders,127,Health Care
H.679,2012,1/31/12,An act relating to creating a uniform capacity tax for solar renewable energy plants,127,Energy
H.65,2015,1/27/15,An act relating to designating the Gilfeather turnip as the State Vegetable,127,Government & Public Affairs
H.333,2017,2/21/17,An act relating to identification of gender-free restrooms in public buildings and places of public accommodation,127,Civil & Criminal Justice
H.294,2017,2/16/17,An act relating to inquiries about an applicant's salary history,126,Labor Issues
S.257,2016,1/5/16,An act relating to residential rental agreements,126,Real Estate
H.523,2012,1/11/12,An act relating to revising the state highway condemnation law,126,Transportation
H.795,2014,1/31/14,An act relating to victim's compensation and restitution procedures,126,Civil & Criminal Justice
S.212,2016,1/5/16,An act relating to court-approved absences from home detention and home confinement furlough,125,CIvil & Criminal Justice
H.475,2012,1/3/12,An act relating to net metering and definitions of capacity,125,?
H.758,2014,1/30/14,An act relating to notice of potential layoffs,125,Labor Issues
H.921,2018,3/13/18,An act relating to nursing home oversight,125,Health Care
S.177,2014,1/7/14,An act relating to nonjudicial discipline,124,?
H.914,2018,3/2/18,An act relating to reporting requirements for the second year of the Vermont Medicaid Next Generation ACO Pilot Project,124,Health Care
S.198,2016,1/5/16,An act relating to the Government Accountability Committee and the annual report on the State's population-level outcomes,124,Government & Public Affairs
H.78,2011,1/20/11,An act relating to wages for laid-off employees,124,Labor Issues
H.272,2011,2/17/11,An act relating to maintenance of private roads,123,Real Estate
S.91,2015,2/17/15,"An act relating to procedures of the Judicial Nominating Board and qualifications of candidates for the positions of Justice, judge, magistrate, and Chair and member of the Public Service Board",123,Civil & Criminal Justice
H.690,2014,1/24/14,An act relating to the definition of serious functional impairment,123,Health Care
S.182,2018,1/3/18,An act relating to the investment authority of municipal trustees of public funds,123,?
S.236,2012,1/3/12,An act relating to health care practitioner signature authority,122,Health Care
H.584,2014,1/10/14,An act relating to municipal regulation of parking lots and meters,122,?
H.693,2018,1/23/18,An act relating to the Honor and Remember Flag,122,Government & Public Affairs
S.10,2015,1/14/15,An act relating to the State DNA database,122,Government & Public Affairs
S.226,2012,1/3/12,An act relating to combating illegal diversion of prescription opiates and increasing treatment resources for opiate addiction,121,Health Care
H.260,2013,2/13/13,An act relating to credit for reinsurance,121,Insurance
H.805,2016,1/29/16,An act relating to employment rights for members of the National Guard and Reserve Components of the U.S. Armed Forces,121,Labor Issues
H.690,2018,1/23/18,An act relating to explanation of advance directives and treating clinicians who may sign a DNR/COLST,121,Health Care
S.222,2012,1/3/12,An act relating to cost-sharing for employer-sponsored insurance assistance plans,120,Insurance
H.620,2016,1/22/16,An act relating to health insurance and Medicaid coverage for contraceptives,120,Health Care
H.199,2017,2/7/17,An act relating to reinstating legislative members to the Commission on Alzheimer's Disease and Related Disorders,120,Health Care
H.112,2013,1/29/13,An act relating to the labeling of food produced with genetic engineering,120,Agriculture
H.280,2015,2/24/15,An act relating to amending the State Board of Education rules on school lighting requirements,119,Education
S.203,2012,1/3/12,An act relating to child support enforcement,119,Children & Youth
H.906,2018,3/1/18,An act relating to professional licensing for service members and veterans,119,?
S.283,2014,1/7/14,An act relating to the changing of the name of the Vermont Criminal Information Center,119,Civil & Criminal Justice
S.179,2012,1/3/12,An act relating to amending perpetual conservation easements,118,Environment
H.429,2017,2/23/17,An act relating to establishment of a communication facilitator program,118,?
S.100,2013,2/12/13,An act relating to forest integrity,118,Environment
H.130,2015,2/6/15,"An act relating to law enforcement, 911 call taking, dispatch, and training safety",118,Civil & Criminal Justice
S.256,2016,1/5/16,An act relating to extending the moratorium on home health agency certificates of need,117,?
H.356,2013,2/22/13,An act relating to prohibiting littering in or on the waters of the State,117,Environment
H.577,2012,1/20/12,An act relating to public water systems,117,Environment
